Ticket ID,Customer,Opened Date,Channel,First Response Hours,Resolution Hours,Self Service,CSAT
TKT-00688,Westline Systems,2025-07-11,Web,6.0,74.7,Yes,3.9
TKT-00689,Quantum Tech,2025-04-20,Email,6.0,64.0,No,4.8
TKT-00690,Dawn Healthcare,2025-02-16,Phone,5.5,51.6,No,3.6
TKT-00691,Westline Systems,2025-01-22,Email,31.2,56.5,No,4.9
TKT-00692,Dawn Healthcare,2025-07-21,Chat,13.5,53.8,No,4.2
TKT-00693,Crescent Retail,2025-11-25,Email,29.5,41.3,No,4.8
TKT-00694,Zenith Foods,2025-01-08,Portal,24.3,28.6,Yes,3.8
TKT-00695,Summit Manufacturing,2025-09-30,Web,26.3,52.3,Yes,4.8
TKT-00696,BrightPath Consulting,2025-03-24,Chat,26.8,56.8,No,3.9
TKT-00697,Dawn Healthcare,2026-05-12,Web,1.8,41.2,No,3.9
TKT-00698,Falcon Logistics,2025-02-06,Chat,2.6,60.4,No,4.1
TKT-00699,Westline Systems,2026-01-10,Web,2.6,24.0,No,4.6
TKT-00700,Orion Industrial,2026-07-25,Email,15.5,31.8,No,4.5
TKT-00701,Cobalt Systems,2025-03-27,Email,32.7,64.8,No,4.0
TKT-00702,Vertex Health,2026-03-27,Web,29.1,46.2,Yes,3.0
TKT-00703,Fusion Logistics,2025-02-01,Web,29.3,41.5,No,5.0
TKT-00704,Fusion Logistics,2025-07-09,Email,3.1,55.9,No,4.1
TKT-00705,Evergreen Health,2026-03-14,Email,20.9,72.5,No,4.2
TKT-00706,Lotus Retail,2025-07-24,Portal,16.3,55.8,Yes,4.3
TKT-00707,Cobalt Systems,2025-10-08,Chat,6.2,37.7,No,3.2
TKT-00708,Metro Healthcare,2026-06-14,Web,28.8,99.1,Yes,3.1
TKT-00709,Aria Components,2026-02-02,Portal,4.9,21.8,No,4.4
TKT-00710,Jupiter Foods,2026-06-18,Portal,34.2,35.4,Yes,4.6
TKT-00711,Eagle Retail,2025-08-24,Phone,11.2,42.9,No,3.8
TKT-00712,Trinity Services,2025-12-26,Web,14.2,51.6,Yes,3.3
TKT-00713,Aria Components,2026-06-01,Web,9.0,42.4,No,3.1
TKT-00714,Eagle Retail,2026-08-22,Web,26.5,40.3,Yes,4.7
TKT-00715,Quantum Tech,2026-05-05,Phone,17.3,76.0,No,3.5
TKT-00716,Dawn Healthcare,2025-04-23,Web,21.0,38.2,Yes,3.8
TKT-00717,Westline Systems,2026-03-31,Email,34.9,40.4,No,4.0
TKT-00718,Cobalt Systems,2025-01-29,Phone,2.8,67.2,No,3.2
TKT-00719,Falcon Logistics,2025-10-26,Web,2.9,54.3,No,4.0
TKT-00720,Trinity Services,2025-12-16,Chat,34.3,56.1,No,3.4
TKT-00721,Evergreen Health,2026-02-13,Email,31.9,42.9,No,4.9
TKT-00722,Trinity Services,2026-02-23,Web,24.6,41.5,Yes,4.9
TKT-00723,Crescent Retail,2026-02-07,Phone,6.5,8.1,No,3.4
TKT-00724,BrightPath Consulting,2025-11-28,Phone,5.3,20.6,No,4.9
TKT-00725,BrightPath Consulting,2025-03-18,Web,30.5,60.2,No,4.5
TKT-00726,Trinity Services,2025-10-08,Portal,9.3,33.0,Yes,4.1
TKT-00727,Riverstone Ltd,2025-11-02,Email,34.5,72.6,No,4.8
TKT-00728,Apex Industries,2025-05-08,Email,11.0,73.7,No,4.7
TKT-00729,Trinity Services,2025-03-25,Phone,7.5,57.9,No,3.5
TKT-00730,Aria Components,2025-07-03,Portal,7.3,11.1,No,3.1
TKT-00731,Dawn Healthcare,2026-07-04,Portal,0.6,51.3,Yes,4.3
TKT-00732,Summit Manufacturing,2025-10-06,Phone,10.7,62.7,No,4.6
TKT-00733,Urban Retail,2025-12-26,Portal,17.4,37.2,Yes,4.9
TKT-00734,Evergreen Health,2025-06-03,Phone,17.3,72.0,No,4.7
TKT-00735,Cobalt Systems,2026-01-04,Email,7.8,42.6,No,3.2
TKT-00736,Zenith Foods,2025-06-14,Portal,19.7,65.4,No,3.1
TKT-00737,Aria Components,2025-01-24,Email,21.1,92.5,No,3.9
TKT-00738,Vertex Health,2026-08-24,Chat,27.0,61.3,No,4.8
TKT-00739,Orion Industrial,2025-08-03,Web,24.9,59.6,Yes,4.2
TKT-00740,Nova Systems,2025-08-25,Phone,16.0,49.6,No,4.1
TKT-00741,Horizon Tech,2025-12-02,Portal,6.3,58.5,Yes,3.9
TKT-00742,Quantum Tech,2025-07-13,Portal,29.3,53.8,No,3.5
TKT-00743,Crescent Retail,2025-08-26,Portal,29.0,41.6,No,4.8
TKT-00744,Riverstone Ltd,2026-01-14,Web,15.2,46.7,No,3.3
TKT-00745,Lotus Retail,2025-12-03,Portal,24.8,92.7,No,4.3
TKT-00746,Crescent Retail,2025-10-13,Phone,20.0,43.3,No,3.4
TKT-00747,Kaveri Engineering,2025-10-12,Email,20.0,81.1,No,4.1
TKT-00748,Indus Education,2026-06-24,Web,15.2,83.3,No,3.5
TKT-00749,Falcon Logistics,2025-05-22,Web,1.0,32.0,No,4.1
TKT-00750,Westline Systems,2025-10-29,Portal,34.5,58.9,No,3.6
TKT-00751,Urban Retail,2025-07-20,Email,12.7,65.1,No,4.9
TKT-00752,Jupiter Foods,2025-06-03,Portal,19.7,54.7,Yes,3.6
TKT-00753,Cobalt Systems,2025-04-19,Chat,0.7,8.2,No,3.5
TKT-00754,Summit Manufacturing,2026-07-18,Portal,33.8,97.5,No,4.4
TKT-00755,Indus Education,2025-10-16,Chat,16.9,80.8,No,3.1
TKT-00756,Cobalt Systems,2025-07-25,Chat,24.4,46.5,No,4.9
TKT-00757,BrightPath Consulting,2025-01-07,Web,27.2,43.5,No,3.3
TKT-00758,Gamma Manufacturing,2025-11-02,Chat,30.8,33.7,No,4.5
TKT-00759,Lotus Retail,2026-05-06,Portal,23.2,27.2,Yes,3.6
TKT-00760,Apex Industries,2025-01-01,Phone,33.5,57.7,No,3.8
TKT-00761,Cobalt Systems,2026-06-28,Chat,3.1,8.8,No,3.1
TKT-00762,Summit Manufacturing,2025-08-13,Chat,19.7,57.0,No,3.9
TKT-00763,BrightPath Consulting,2025-04-30,Phone,23.3,29.2,No,4.8
TKT-00764,Delta Systems,2025-07-22,Web,2.7,24.3,Yes,3.5
TKT-00765,Nova Systems,2025-09-04,Phone,19.1,64.9,No,4.4
TKT-00766,Kaveri Engineering,2025-07-17,Phone,20.0,34.5,No,4.7
TKT-00767,Horizon Tech,2025-03-25,Phone,15.7,51.8,No,3.0
TKT-00768,Horizon Tech,2025-10-05,Chat,29.9,93.4,No,4.6
TKT-00769,Zenith Foods,2026-05-18,Chat,28.4,54.1,No,4.9
TKT-00770,Metro Healthcare,2026-05-27,Phone,34.1,88.9,No,3.7
TKT-00771,Gamma Manufacturing,2026-05-29,Web,26.4,52.6,Yes,4.4
TKT-00772,Jupiter Foods,2025-11-12,Portal,33.7,89.0,Yes,3.7
TKT-00773,Westline Systems,2025-12-02,Phone,3.1,63.8,No,4.2
TKT-00774,Apex Industries,2026-06-04,Chat,17.4,56.1,No,3.3
TKT-00775,Nova Systems,2026-05-02,Email,31.9,56.2,No,3.3
TKT-00776,Metro Healthcare,2025-11-25,Portal,1.4,10.6,Yes,4.9
TKT-00777,Vertex Health,2025-12-15,Portal,7.1,46.1,No,3.4
TKT-00778,Fusion Logistics,2026-05-13,Email,6.2,68.3,No,3.4
TKT-00779,Kaveri Engineering,2025-12-08,Chat,13.2,41.2,No,4.6
TKT-00780,Nova Systems,2025-05-10,Phone,35.9,99.6,No,3.1
TKT-00781,Zenith Foods,2025-12-12,Phone,10.7,21.3,No,4.0
TKT-00782,Orion Industrial,2025-03-04,Email,32.2,90.4,No,3.1
TKT-00783,Nova Systems,2025-08-18,Email,9.0,34.5,No,3.5
TKT-00784,Westline Systems,2025-02-11,Phone,13.1,63.2,No,4.8
TKT-00785,Eagle Retail,2026-08-27,Email,20.0,87.7,No,4.8
TKT-00786,Apex Industries,2026-03-18,Web,2.5,71.3,No,4.7
TKT-00787,Crescent Retail,2026-07-21,Web,6.1,54.1,Yes,4.8
TKT-00788,Gamma Manufacturing,2026-01-15,Phone,8.0,27.3,No,4.9
TKT-00789,Cobalt Systems,2026-04-07,Email,18.9,87.8,No,4.6
TKT-00790,Evergreen Health,2026-08-17,Phone,19.3,58.1,No,4.0
TKT-00791,Pioneer Logistics,2025-04-03,Phone,33.7,94.5,No,3.3
TKT-00792,Zenith Foods,2026-03-08,Web,34.1,91.9,Yes,4.4
TKT-00793,Indus Education,2025-05-18,Web,6.6,10.7,No,3.3
TKT-00794,Gamma Manufacturing,2026-07-04,Phone,13.4,72.6,No,4.6
TKT-00795,Trinity Services,2026-08-02,Phone,27.0,82.4,No,4.5
TKT-00796,Falcon Logistics,2026-03-03,Web,35.8,59.8,Yes,3.5
TKT-00797,Gamma Manufacturing,2025-04-14,Phone,21.1,35.8,No,3.3
TKT-00798,Fusion Logistics,2026-08-24,Email,11.7,39.5,No,4.7
TKT-00799,Zenith Foods,2026-02-13,Email,5.8,43.7,No,4.0
TKT-00800,Delta Systems,2026-02-25,Phone,19.1,42.7,No,4.7
TKT-00801,Fusion Logistics,2025-12-21,Portal,9.0,68.8,No,3.1
TKT-00802,Horizon Tech,2025-02-10,Web,11.5,45.7,No,4.5
TKT-00803,Westline Systems,2025-03-13,Chat,31.2,86.7,No,4.8
TKT-00804,Horizon Tech,2025-03-18,Phone,12.5,71.4,No,3.9
TKT-00805,Indus Education,2025-09-23,Chat,21.8,76.1,No,4.1
TKT-00806,Indus Education,2026-04-11,Portal,28.1,94.7,No,4.8
TKT-00807,Delta Systems,2026-03-03,Web,7.0,40.8,No,4.3
TKT-00808,Apex Industries,2025-04-04,Email,11.1,36.5,No,4.3
TKT-00809,Indus Education,2025-02-27,Portal,5.0,8.4,Yes,3.4
TKT-00810,Delta Systems,2025-04-20,Phone,11.8,28.2,No,3.6
TKT-00811,Summit Manufacturing,2026-04-20,Web,24.0,85.7,Yes,3.6
TKT-00812,Summit Manufacturing,2025-04-07,Phone,7.8,34.9,No,4.2
TKT-00813,Lotus Retail,2025-02-02,Portal,34.9,94.0,Yes,4.0
TKT-00814,Delta Systems,2026-01-04,Portal,30.3,94.9,No,4.6
TKT-00815,BrightPath Consulting,2026-01-22,Portal,3.3,63.5,Yes,4.8
TKT-00816,Kaveri Engineering,2025-11-09,Email,1.2,56.7,No,3.4
TKT-00817,Delta Systems,2025-07-24,Email,13.0,29.1,No,3.7
TKT-00818,Falcon Logistics,2026-05-24,Email,14.2,79.1,No,4.9
TKT-00819,Horizon Tech,2026-06-30,Phone,34.4,103.7,No,4.0
TKT-00820,Jupiter Foods,2025-04-20,Web,7.1,63.6,Yes,3.6
TKT-00821,Dawn Healthcare,2025-07-10,Portal,0.8,26.1,Yes,3.6
TKT-00822,Summit Manufacturing,2026-04-22,Email,21.7,51.8,No,4.5
TKT-00823,Falcon Logistics,2026-02-23,Phone,30.8,59.2,No,3.3
TKT-00824,Delta Systems,2026-07-23,Web,19.3,87.0,Yes,3.6
TKT-00825,BrightPath Consulting,2026-08-24,Phone,22.2,48.8,No,3.4
TKT-00826,Aria Components,2026-03-15,Portal,24.2,36.6,No,5.0
TKT-00827,Crescent Retail,2026-08-02,Phone,11.6,41.4,No,4.7
TKT-00828,Crescent Retail,2025-08-04,Portal,28.6,48.0,Yes,4.7
TKT-00829,Trinity Services,2026-08-15,Web,18.2,60.4,Yes,3.1
TKT-00830,Dawn Healthcare,2026-01-16,Chat,3.9,61.3,No,4.2
TKT-00831,Crescent Retail,2026-06-02,Phone,21.3,53.5,No,3.2
TKT-00832,Eagle Retail,2025-07-02,Phone,14.6,75.1,No,4.3
TKT-00833,Crescent Retail,2025-03-07,Chat,9.1,41.0,No,4.1
TKT-00834,Westline Systems,2026-08-12,Phone,29.1,31.8,No,3.5
TKT-00835,Eagle Retail,2025-09-30,Chat,35.8,90.8,No,4.1
TKT-00836,Summit Manufacturing,2026-05-22,Chat,33.1,87.9,No,4.6
TKT-00837,BluePeak Ltd,2025-08-29,Email,8.1,66.6,No,4.3
TKT-00838,Quantum Tech,2025-10-07,Email,10.5,46.8,No,4.9
TKT-00839,Orion Industrial,2025-12-15,Email,34.1,86.4,No,4.2
TKT-00840,Quantum Tech,2026-04-11,Chat,8.1,31.5,No,4.5
TKT-00841,Eagle Retail,2026-07-22,Phone,13.3,53.8,No,4.5
TKT-00842,Pioneer Logistics,2025-12-27,Email,15.2,85.7,No,4.0
TKT-00843,Westline Systems,2025-06-18,Web,4.8,36.3,No,4.4
TKT-00844,Urban Retail,2025-07-26,Web,8.1,60.3,Yes,3.1
TKT-00845,Jupiter Foods,2026-05-17,Web,8.6,75.8,No,3.7
TKT-00846,BrightPath Consulting,2025-01-20,Phone,1.4,36.3,No,4.1
TKT-00847,BrightPath Consulting,2026-01-23,Phone,33.7,47.4,No,4.1
TKT-00848,Falcon Logistics,2026-05-21,Portal,32.2,46.5,Yes,3.2
TKT-00849,Nova Systems,2025-12-09,Web,3.8,70.2,Yes,3.7
TKT-00850,Crescent Retail,2025-01-17,Chat,9.7,60.8,No,4.0
TKT-00851,Trinity Services,2026-06-17,Web,19.9,26.5,Yes,3.7
TKT-00852,Evergreen Health,2026-02-27,Web,19.4,26.6,No,3.4
TKT-00853,Summit Manufacturing,2026-03-03,Web,17.2,29.4,Yes,3.8
TKT-00854,Jupiter Foods,2025-09-16,Web,15.6,69.1,Yes,3.5
TKT-00855,Riverstone Ltd,2025-11-11,Chat,11.9,77.1,No,3.3
TKT-00856,Gamma Manufacturing,2025-02-21,Portal,16.1,28.3,Yes,4.0
TKT-00857,Westline Systems,2026-03-20,Email,18.0,27.8,No,3.9
TKT-00858,Pioneer Logistics,2026-08-08,Portal,10.9,33.3,No,3.9
TKT-00859,Nova Systems,2025-01-24,Email,24.2,60.1,No,3.3
TKT-00860,Fusion Logistics,2026-06-07,Phone,4.4,40.7,No,4.0
TKT-00861,Urban Retail,2026-05-18,Portal,1.7,54.6,No,3.4
TKT-00862,Jupiter Foods,2026-03-12,Chat,26.8,92.2,No,4.7
TKT-00863,Orion Industrial,2025-02-27,Portal,17.4,58.3,No,3.6
TKT-00864,Indus Education,2026-04-07,Email,2.9,36.9,No,3.3
TKT-00865,Cobalt Systems,2026-05-23,Chat,21.5,70.7,No,3.0
TKT-00866,Urban Retail,2026-01-04,Web,11.8,42.5,Yes,4.2
TKT-00867,Zenith Foods,2025-04-30,Web,28.8,51.8,Yes,4.8
TKT-00868,Gamma Manufacturing,2025-06-29,Chat,2.7,24.6,No,3.8
TKT-00869,Fusion Logistics,2025-02-07,Phone,10.5,47.4,No,4.3
TKT-00870,Indus Education,2025-11-14,Web,13.0,43.0,Yes,4.0
TKT-00871,Nova Systems,2025-09-01,Email,22.8,35.2,No,4.3
TKT-00872,Metro Healthcare,2025-07-11,Phone,12.9,33.9,No,3.3
TKT-00873,Gamma Manufacturing,2025-03-16,Chat,6.0,35.6,No,3.8
TKT-00874,Orion Industrial,2025-12-01,Portal,13.9,66.8,No,4.8
TKT-00875,BluePeak Ltd,2025-11-24,Chat,8.9,61.5,No,3.2
TKT-00876,Fusion Logistics,2026-01-12,Email,2.6,64.7,No,4.7
TKT-00877,BrightPath Consulting,2025-11-27,Web,22.5,27.8,Yes,4.1
TKT-00878,Urban Retail,2025-12-22,Email,20.3,65.8,No,3.4
TKT-00879,Vertex Health,2026-04-25,Chat,27.1,80.3,No,4.2
TKT-00880,BluePeak Ltd,2026-01-08,Email,16.6,78.4,No,4.1
TKT-00881,Urban Retail,2026-03-07,Phone,28.0,92.4,No,4.1
TKT-00882,Apex Industries,2025-05-07,Web,29.7,49.0,No,4.6
TKT-00883,Crescent Retail,2025-06-23,Chat,6.0,67.9,No,4.6
TKT-00884,Metro Healthcare,2025-06-25,Email,19.4,83.1,No,4.5
TKT-00885,Riverstone Ltd,2026-06-10,Web,12.3,35.8,No,4.7
TKT-00886,Cobalt Systems,2026-08-07,Email,30.8,62.6,No,3.0
TKT-00887,Apex Industries,2025-12-09,Phone,27.3,45.8,No,4.4
TKT-00888,Indus Education,2025-11-25,Chat,30.9,87.4,No,3.8
TKT-00889,Summit Manufacturing,2026-07-06,Web,33.1,54.0,Yes,3.3
TKT-00890,Falcon Logistics,2025-10-16,Portal,23.6,80.5,No,3.8
TKT-00891,Pioneer Logistics,2026-01-26,Web,34.3,85.7,Yes,4.6
TKT-00892,Orion Industrial,2025-05-02,Email,10.1,37.4,No,3.4
TKT-00893,Falcon Logistics,2025-06-08,Phone,21.3,32.0,No,4.8
TKT-00894,Evergreen Health,2025-06-26,Phone,13.7,43.8,No,4.2
TKT-00895,Trinity Services,2026-08-01,Phone,27.2,62.2,No,3.2
TKT-00896,Aria Components,2026-01-08,Email,18.4,68.1,No,3.9
TKT-00897,Indus Education,2025-05-26,Chat,16.6,63.2,No,3.6
TKT-00898,Falcon Logistics,2025-04-15,Portal,10.4,55.7,Yes,3.1
TKT-00899,Kaveri Engineering,2025-10-08,Portal,1.0,52.8,Yes,3.5
TKT-00900,BluePeak Ltd,2025-07-24,Web,15.7,25.9,Yes,4.7
